currency,avg_daily_return,std_daily_return,avg_rolling_volatility
SCR,0.01713445118127747,2.0690406956379435,1.7448684703678872
SDG,0.34547164852896073,11.664196386116311,2.411214274695221
SEK,0.0065985757849853525,0.409692601082678,0.3935827614894454
SGD,-0.002997912004666498,0.3583284227095334,0.3306513085877428
SHP,0.025378088516801137,2.2084919803828904,0.8527505052393205
SLE,0.07184111318855592,1.1177174887983587,0.829813633342678
SLL,0.06586478890573962,1.8207581319185586,1.1661087047170688
SOS,-0.014966989830995672,0.7375546879577413,0.6218215927390561
SRD,0.10134485712877211,2.337240854951688,1.1582344689154138
STD,0.00461857215901776,0.35417199850569836,0.3360452392743447
SVC,0.0022915236411942454,0.37799322326216245,0.35982793961833776
SYP,0.6585838354447033,18.68763017225003,5.913945889434947
SZL,0.0171515851526823,0.9357677988014153,0.8962835703787482
THB,-0.0025604800861754816,0.4764610795819735,0.45825813031241985
TJS,0.025323905229557152,0.6431131236891392,0.5356861934641525
TMT,0.005529264838505962,0.7873413215939185,0.634255033401412
TND,0.015101580329375247,0.5548088400971233,0.5194882366680387
TOP,0.005111062975298477,0.8188251351672446,0.7311690522220763
TRY,0.10117515538465947,1.126768926892176,0.8939211838638547
TTD,-0.0006909508414898156,0.6089866358261441,0.5764590634254261
TWD,-0.0016424411269985119,0.4731425188141955,0.4479548062491768
TZS,0.012178614258836502,0.6580923869583144,0.5552195634946783
UAH,0.042642598145245424,1.6185953190263265,0.8729058846553953
UGX,0.007829730062468399,0.6667198842422228,0.5910129901555241
USD,-0.0008612244466724981,0.548635856368049,0.5116008925463963
UYU,0.016914020950775766,0.7163049489731534,0.6647113167381963
UZS,0.07332017770819127,2.027418545242795,0.8019724073014973
VEF,186.16994729862196,6809.43363120175,1041.8151621533248
VES,2.0012546942726797,54.09313340608369,2.6957615158078547
VND,0.002812294701291618,0.4994702328655474,0.4732615061301079
VUV,0.006545796107388347,0.8681914441613405,0.7946961558320514
WST,0.0077662516100705965,0.7049766741525167,0.5926406390167706
XAF,0.00011250666505627662,0.14576744029982205,0.058776722662667834
XAG,-0.05708031242058723,1.4264418672198171,1.397382816878928
XAU,-0.07353658914599581,0.7310513704659508,0.6975438226190078
XCD,-0.003544349465065471,0.4859794412036649,0.45958564719940614
XDR,-0.0011140173420309935,0.33739779745330717,0.3236311702811059
XOF,0.0008584029934731625,0.40197619802873624,0.3851460307068047
XPF,-0.000620262937211331,0.21893781701168927,0.03781916610890126
YER,0.0018112878497368876,0.6396901420757941,0.548917470225565
ZAR,0.016918021572834407,0.9086722794295428,0.8701254285292479
ZMK,0.004617414523337498,0.35389750384909113,0.33603541250778574
ZMW,0.06196355946430207,0.9312061640091784,0.8339204294919694
ZWL,-0.01755935873005159,0.5698458038730175,0.49864685882776744
